epic,session,is_index,rec_reason,rec_pnl,new_pnl,rec_R,new_R,changed,new_reason,win_to_loss,loser_saved,was_hardstop
DE40,Asia,True,Z-score midline,-24.6,-56.8,-0.5450316556542016,-1.2584470748438474,True,stopcap,False,False,False
DE40,London,True,Z-score midline,30.1,30.1,0.29399406125425426,0.29399406125425426,False,Z-score midline,False,False,False
DE40,Asia,True,Z-score midline,22.5,22.5,0.38275604460318285,0.38275604460318285,False,Z-score midline,False,False,False
DE40,Asia,True,Hard stop: bid 22864.8 <= stop 22885.49,-369.2,-82.3,-4.575215535259166,-1.0198814695336658,True,stopcap,False,True,True
DE40,Asia,True,Z-score midline,28.1,28.1,0.5067602878844482,0.5067602878844482,False,Z-score midline,False,False,False
DE40,Asia,True,Z-score midline,29.4,29.4,0.603354223860963,0.603354223860963,False,Z-score midline,False,False,False
DE40,Asia,True,Z-score midline,34.7,34.7,0.31848832864625154,0.31848832864625154,False,Z-score midline,False,False,False
DE40,Overlap,True,Z-score midline,25.3,25.3,0.18763421007167697,0.18763421007167697,False,Z-score midline,False,False,False
DE40,Asia,True,Z-score midline,6.4,-68.9,0.12648766188054228,-1.3617187349327131,True,stopcap,True,False,False
DE40,London,True,Z-score midline,51.7,51.7,0.4717862967862437,0.4717862967862437,False,Z-score midline,False,False,False
DE40,Asia,True,Z-score midline,27.7,27.7,0.5601885172593924,0.5601885172593924,False,Z-score midline,False,False,False
